id,fid,name,file,text,created_at,updated_at
65,19466347,addBasePropertyDescriptor,,"
 
 	protected void addBasePropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_AddressedVariable_base_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_AddressedVariable_base_feature"", ""_UI_AddressedVariable_type""),
				 TaskingPackage.Literals.ADDRESSED_VARIABLE__BASE,
				 true,
				 false,
				 false,
				 ItemPropertyDescriptor.INTEGRAL_VALUE_IMAGE,
				 null,
				 null));
	}
",2021-02-23 16:11:11.999442,2021-02-23 16:11:11.999442
66,19466669,addParentEventNamePropertyDescriptor,,"
 
 	protected void addParentEventNamePropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_Command_ParentEventName_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_Command_ParentEventName_feature"", ""_UI_Command_type""),
				 Il1Package.Literals.COMMAND__PARENT_EVENT_NAME,
				 true,
				 false,
				 false,
				 ItemPropertyDescriptor.GENERIC_VALUE_IMAGE,
				 null,
				 null));
	}
",2021-02-23 16:11:12.017897,2021-02-23 16:11:12.017897
67,19475841,addFixedPropertyDescriptor,,"
 
 	protected void addFixedPropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_UMLBClass_fixed_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_UMLBClass_fixed_feature"", ""_UI_UMLBClass_type""),
				 UMLBPackage.Literals.UMLB_CLASS__FIXED,
				 true,
				 false,
				 false,
				 ItemPropertyDescriptor.BOOLEAN_VALUE_IMAGE,
				 null,
				 null));
	}
",2021-02-23 16:11:12.038276,2021-02-23 16:11:12.038276
68,19498280,test_10_bug2689872,,"
 
 	public void test_10_bug2689872() throws Exception {
		E con = getGeneric().createElement(""elt"");

		getGeneric().addPredicates(con, makeSList(""A1""), makeSList(""0/=1""), false);
	
		getGeneric().save(con);
		
		runBuilder();
		
		SCE file = getGeneric().getSCElement(con);
		
		getGeneric().containsPredicates(file, emptyEnv, makeSList(), makeSList());
		
		hasMarker(getGeneric().getPredicates(con)[0],
				EventBAttributes.PREDICATE_ATTRIBUTE,
				ParseProblem.LexerError,
				""/""
				);
	}
",2021-02-23 16:11:12.062445,2021-02-23 16:11:12.062445
69,19498298,testOccThm,,"
 
 	public void testOccThm() throws Exception {

		final IContextRoot context =
				ResourceUtils.createContext(rodinProject, CTX_BARE_NAME, CST_1DECL_1REF_THM);

		final IConstant cst1 = context.getConstant(INTERNAL_ELEMENT1);
		final IDeclaration declCst1 = newDecl(cst1, CST1);
		
		final IAxiom thm = context.getAxiom(INTERNAL_ELEMENT1);
		final IOccurrence occRef = makeRefPred(thm, 9, 13, declCst1);


		final BridgeStub tk = new BridgeStub(context);

		final ContextIndexer indexer = new ContextIndexer();

		assertTrue(indexer.index(tk));

		tk.assertOccurrencesOtherThanDecl(cst1, occRef);
	}
",2021-02-23 16:11:12.088215,2021-02-23 16:11:12.088215
70,19505695,getRodinDBStatus,,"
 
 	public IRodinDBStatus getRodinDBStatus() {
		IStatus status = this.getStatus();
		if (status instanceof IRodinDBStatus) {
			return (IRodinDBStatus) status;
		} else {
			// A regular IStatus is created only in the case of a CoreException.
			// See bug 13492 Should handle RodinDBExceptions that contains
			// CoreException more gracefully
			return new RodinDBStatus(this.nestedCoreException);
		}
	}
",2021-02-23 16:11:12.114133,2021-02-23 16:11:12.114133
71,19507414,testMoveRFWithNullContainer,,"
 
 	public void testMoveRFWithNullContainer() throws CoreException {
		IRodinFile rfSource = createRodinFile(""/P/X.test"");
		try {
			rfSource.move(null, null, null, false, null);
		} catch (IllegalArgumentException iae) {
			return;
		}
		assertTrue(""Should not be able to move a rf to a null container"", false);
	}
",2021-02-23 16:11:12.134657,2021-02-23 16:11:12.134657
72,19507735,testOneTwoThreeCreateCycle,,"
 
 	public void testOneTwoThreeCreateCycle() throws Exception {
		IRodinFile ctx = createRodinFile(""P/x.ctx"");
		createDependency(ctx, ""y"");
		createData(ctx, ""one"");
		ctx.save(null, true);
		runBuilder();
		
		IRodinFile cty = createRodinFile(""P/y.ctx"");
		createDependency(cty, ""x"");
		createData(cty, ""two"");
		cty.save(null, true);		
		
		IRodinFile ctz = createRodinFile(""P/z.ctx"");
		createData(ctz, ""three"");
		ctz.save(null, true);
	
		runBuilder(
				""CSC extract /P/x.ctx"",
				""CSC run /P/x.csc"",
				""CSC extract /P/y.ctx"",
				""CSC extract /P/z.ctx"",
				""CSC run /P/z.csc""
		);
	}
",2021-02-23 16:11:12.154131,2021-02-23 16:11:12.154131
73,23010239,addAssignementPropertyDescriptor,,"
 
 	protected void addAssignementPropertyDescriptor(Object object) {
		itemPropertyDescriptors.add
			(createItemPropertyDescriptor
				(((ComposeableAdapterFactory)adapterFactory).getRootAdapterFactory(),
				 getResourceLocator(),
				 getString(""_UI_AbstractEdge_Assignement_feature""),
				 getString(""_UI_PropertyDescriptor_description"", ""_UI_AbstractEdge_Assignement_feature"", ""_UI_AbstractEdge_type""),
				 TaEditorPackage.Literals.ABSTRACT_EDGE__ASSIGNEMENT,
				 true,
				 false,
				 false,
				 ItemPropertyDescriptor.GENERIC_VALUE_IMAGE,
				 null,
				 null));
	}
",2021-02-23 16:11:12.17164,2021-02-23 16:11:12.17164
74,47479282,getAllSourceRoots,,"
 
 	public Set getAllSourceRoots(String pluginName, Version pluginVersion) {
		Set pluginSourceRoots = new HashSet();
		ManifestElement[] manifestElements = getSourceEntries(pluginName, pluginVersion);
		if (manifestElements != null) {
			for (int j = 0; j < manifestElements.length; j++) {
				ManifestElement currentElement = manifestElements[j];
				addSourceRoots(currentElement.getDirective(""roots""), pluginSourceRoots); //$NON-NLS-1$
			}
		}
		return pluginSourceRoots;
	}
",2021-02-23 16:11:12.190814,2021-02-23 16:11:12.190814
75,18354735,invalidateSession,,"
 
    public void invalidateSession(String uid, String sid) {
      cat.debug(""==> invalidateSession(""+String.valueOf(uid)+"", ""+String.valueOf(sid)+"")"");

      synchronized (lock) {
         uid2sid.remove(uid);
         sid2ssc.remove(sid);
         sid2ttl.remove(sid);
      }

      cat.debug(""<== invalidateSession()"");
   }
",2021-02-23 16:11:12.208357,2021-02-23 16:11:12.208357
76,43419611,saveCRCReply,,"
 
 	private void saveCRCReply(ClientRemoteContainerReply crcReply) {
		
		LoadService.currentlyWritingFile = true;
		String mySavingPath = LoadService.SERVICE_NODE_DESCRIPTION_FILE;
		try {
			ObjectOutputStream out = new ObjectOutputStream(new FileOutputStream(mySavingPath));
			out.writeObject(crcReply);
			out.flush();
			out.close();
			
		} catch (FileNotFoundException e1) {
			e1.printStackTrace();
		} catch (IOException e1) {
			e1.printStackTrace();
		}
		LoadService.currentlyWritingFile = false;
	}
",2021-02-23 16:11:12.224804,2021-02-23 16:11:12.224804
77,11759898,markStart,,"
 
 	public void markStart(Object tag) {
		synchronized (pair2startTimeMap) {
			pair2startTimeMap.put(tag, clock.getCurrentTime());
			// FIXME it probably makes more sense to run the garbage collection
			// periodically instead of allocating the timer every time
			Timer removalTimer = clock.createNewTimer();
			removalTimer.addTimerListener(new GarbageCollectionTimerListener(tag));
			removalTimer.schedule(Time.inMilliseconds(maxWait));
		}
	}
",2021-02-23 16:11:12.24204,2021-02-23 16:11:12.24204
78,3456415,testLogin,,"
 
     public void testLogin() {
    	
		SessionManager manager = new SimpleSessionManager();
		String sessionId = manager.createSession( null, null);
		
		Session session = manager.getSession( sessionId );
		
		manager.login(session, ""user"", ""password"");
		
		assertEquals(""user"", session.getUserId());
		assertEquals(""password"", session.getUserPassword());
		assertTrue( session.isLoggedIn() );
    }
",2021-02-23 16:11:12.261842,2021-02-23 16:11:12.261842
79,3457090,createNewServerProcess,,"
 
 	protected void createNewServerProcess( Socket socket ){
		logger.info( ""Received connection on port "" + getPort() + "" from ["" + socket.getInetAddress() + "":""+ socket.getPort() + ""]."");
		
		Thread t = new Thread( getNewServerProcess(socket) );
		t.start();
		getServerProcesses().add( t );
		new Thread( new Monitor( t ) ).start();
	}
",2021-02-23 16:11:12.28066,2021-02-23 16:11:12.28066
80,11950130,testGetCodigo,,"
 
     public void testGetCodigo() {
        System.out.println(""getCodigo"");
        
        Cronograma instance = null;
        
        String expResult = """";
        String result = instance.getCodigo();
        assertEquals(expResult, result);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.299758,2021-02-23 16:11:12.299758
81,1046788,testAddCountryWithSequenceGenerator,,"
 
 	public void testAddCountryWithSequenceGenerator() throws Exception {
		CountryWithSequence country1 = new CountryWithSequence();
		country1.setCountryId(""KR"");
		country1.setCountryName(""Korea"");

		Integer countryCode = (Integer) session.save(country1);
		assertEquals(""fail to generate a new countryCode."", 0, countryCode
				.intValue());
		assertNotNull(""fail to add a new country with sequence generator."",
				countryCode);
	}
",2021-02-23 16:11:12.31725,2021-02-23 16:11:12.31725
82,26285656,testValidateSeparationCount,,"
 
     public void testValidateSeparationCount() {
        try {
            LinearDimension.validateSeparationCount(0);
            fail();
        } catch (IllegalArgumentException ex) {
            // ok
        }

        try {
            LinearDimension.validateSeparationCount(-2);
            fail();
        } catch (IllegalArgumentException ex) {
            // ok
        }

        LinearDimension.validateSeparationCount(1);
        LinearDimension.validateSeparationCount(2988);
    }
",2021-02-23 16:11:12.333882,2021-02-23 16:11:12.333882
83,20687719,getConnectionPanel,,"
 
 	private JPanel getConnectionPanel() {
		if (connectionPanel == null) {
			connectionRoomLabel = new JLabel();
			connectionRoomLabel.setText(""Playground"");
			connectionPanel = new JPanel();
			connectionPanel.setLayout(new BoxLayout(getConnectionPanel(), BoxLayout.X_AXIS));
			connectionPanel.add(getConnectionsButton(), null);
			connectionPanel.add(connectionRoomLabel, null);
		}
		return connectionPanel;
	}
",2021-02-23 16:11:12.351522,2021-02-23 16:11:12.351522
84,11298083,toString,,"
 
     public String toString() {
        String operationString = (operation.getPrefix() != null && !operation.getPrefix().equals(emptyString) ? operation.getPrefix() + "":"" + operation.getLocalPart() : operation.getLocalPart());
        return ""wsdl.bindingOperation("" + binding + ""/"" + operationString + "")"";
    }
",2021-02-23 16:11:12.375757,2021-02-23 16:11:12.375757
85,16958722,indexToLetter,,"
 
 	public String indexToLetter(int index) {
		if (index == 0)
			return ""a"";
		else if (index == 1)
			return ""b"";
		else if (index == 2)
			return ""c"";
		else if (index == 3)
			return ""d"";
		else if (index == 4)
			return ""e"";
		else if (index == 5)
			return ""f"";
		else if (index == 6)
			return ""g"";
		else if (index == 7)
			return ""h"";
		else if (index == 8)
			return ""i"";
		else if (index == 9)
			return ""j"";
		else
			return null;
	}
",2021-02-23 16:11:12.392649,2021-02-23 16:11:12.392649
86,33793341,testDeleteFornecedor,,"
 
     public void testDeleteFornecedor() {
        /*System.out.println(""deleteFornecedor"");
        Integer id = 151;
        FornecedorDAO instance = new FornecedorDAO();
        instance.deleteFornecedor(id);
        // TODO review the generated test code and remove the default call to fail.
        assertNull(instance.getFornecedor(id));*/
    }
",2021-02-23 16:11:12.412332,2021-02-23 16:11:12.412332
87,29852582,genSql,,"
 
   public void genSql() throws PositionedError {
    try {
      SqlcPrettyPrinter         spp;

      spp = new SqlcPrettyPrinter(ref.getFile());
      spp.printCUnit(elems);
      spp.close();
    } catch (IOException ioe) {
      ioe.printStackTrace();
      System.err.println(""cannot write: "" + ref.getFile());
    }
  }
",2021-02-23 16:11:12.42956,2021-02-23 16:11:12.42956
88,29854794,genIdents,,"
 
   public JExpression genIdents() {
    TokenReference	ref = getTokenReference();
    JExpression[]	init = new JExpression[codes.length];

    for (int i = 0; i < codes.length; i++) {
      init[i] = new JStringLiteral(ref, codes[i].getIdent());
    }
    return VKUtils.createArray(ref, CStdType.String, init);
  }
",2021-02-23 16:11:12.445943,2021-02-23 16:11:12.445943
89,29859244,split,,"
 
   private List split(String line) {
    List                result;

    if (line == null) {
      result = new ArrayList();
    } else {
      StringTokenizer     tok;

      tok = new StringTokenizer(line, "","");
      result = new ArrayList(tok.countTokens());

      while(tok.hasMoreTokens()) {
        result.add(tok.nextToken());
      }
    }

    return result;
  }
",2021-02-23 16:11:12.462626,2021-02-23 16:11:12.462626
90,33718481,testGetEmail,,"
 
     public void testGetEmail() {
        System.out.println(""getEmail"");
        

        
        String expResult = """";
        String result = instance.getEmail();
        assertEquals(expResult, result);
        
        // TODO review the generated test code and remove the default call to fail.
      //  fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.479665,2021-02-23 16:11:12.479665
91,33719114,testSetEvtID,,"
 
     public void testSetEvtID() {
        System.out.println(""setEvtID"");
        
        String evtID = """";
        Email_DBImpl instance = new Email_DBImpl();
        
        instance.setEvtID(evtID);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.496632,2021-02-23 16:11:12.496632
92,33719117,testSetChkEvtID,,"
 
     public void testSetChkEvtID() {
        System.out.println(""setChkEvtID"");
        
        String ChkEvtID = """";
        Email_DBImpl instance = new Email_DBImpl();
        
        instance.setChkEvtID(ChkEvtID);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.512746,2021-02-23 16:11:12.512746
93,33719118,testGetEvtIDs,,"
 
     public void testGetEvtIDs() {
        System.out.println(""getEvtIDs"");
        
        Email_DBImpl instance = new Email_DBImpl();
        
        String[] expResult = null;
        String[] result = instance.getEvtIDs();
        assertEquals(expResult, result);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.529148,2021-02-23 16:11:12.529148
94,33719607,testGetClassification,,"
 
     public void testGetClassification() {
        System.out.println(""getClassification"");
        
        SystemClient_DBImpl instance = new SystemClient_DBImpl();
        
        Set expResult = null;
        Set result = instance.getClassification();
        assertEquals(expResult, result);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.54542,2021-02-23 16:11:12.54542
95,33719869,testSetWelcomeMsg,,"
 
     public void testSetWelcomeMsg() {
        System.out.println(""setWelcomeMsg"");
        
        String welcomeMsg = """";
        SystemClient_DBImpl instance = new SystemClient_DBImpl();
        
        instance.setWelcomeMsg(welcomeMsg);
        
        // TODO review the generated test code and remove the default call to fail.
        fail(""The test case is a prototype."");
    }
",2021-02-23 16:11:12.563082,2021-02-23 16:11:12.563082
96,18418213,showLatestPlan,,"
 
 	public String showLatestPlan() {
		
		// clear previous protocols
        mCurrPlanProt = null;
		
	
		try {
			PatientController han = new PatientController(mCurrPatient);
			NutPlan plan = han.getLatestNutritionPlan();
			NutritionController controller = NutritionController.editPlan(plan);

			mCurrPlanProt = WebPlanProtocol.createPlan(controller, plan, mCurrPatient);
			return ""success"";

		} catch (Exception e) {
			e.printStackTrace();
		}
		return ""failure"";
	}
",2021-02-23 16:11:12.59054,2021-02-23 16:11:12.59054
97,18420500,getUnitCombo,,"
 
 	private JComboBox getUnitCombo() {
		if (m_UnitCombo == null) {
			m_UnitCombo = new JComboBox();
			m_UnitCombo.setBounds(87, 83, 125, 22);
			m_UnitCombo.setModel(getUnitComboModel());
            if (m_FreePara.getUnit() != null) {
                m_UnitCombo.setSelectedItem(m_FreePara.getUnit());
            }
		}
		return m_UnitCombo;
	}
",2021-02-23 16:11:12.608564,2021-02-23 16:11:12.608564
98,18421665,searchRecipe,,"
 
 	private Recipe searchRecipe (Recipe re) {
		
		Recipe recipe;
		
		for (IngredientAmount iam : re.getIngredients()) {
			if (iam.getFood() instanceof Recipe) {
				if ((Recipe)iam.getFood() == m_ActiveRecipe) {
					return re;
				} else {
					recipe = searchRecipe ((Recipe) iam.getFood());
					
					if (recipe != null) {
						return recipe;
					}
				}
			}			
		}		

		return null;
	}
",2021-02-23 16:11:12.629772,2021-02-23 16:11:12.629772
99,40936756,selectBracketingEntries,,"
 
     protected boolean selectBracketingEntries(final AbsoluteDate date) {
        try {
            // select the bracketing elements
            next     = (TimeStampedEntry) (eop.tailSet(date).first());
            previous = (TimeStampedEntry) (eop.headSet(next).last());
            return true;
        } catch (NoSuchElementException nsee) {
            previous = null;
            next     = null;
            return false;
        }
    }
",2021-02-23 16:11:12.651109,2021-02-23 16:11:12.651109
100,40865212,getBackCommand2,,"
 
     public Command getBackCommand2() {
        if (backCommand2 == null) {//GEN-END:|233-getter|0|233-preInit
            // write pre-init user code here
            backCommand2 = new Command(""OK"", Command.BACK, 0);//GEN-LINE:|233-getter|1|233-postInit
            // write post-init user code here
        }//GEN-BEGIN:|233-getter|2|
        return backCommand2;
    }
",2021-02-23 16:11:12.678211,2021-02-23 16:11:12.678211
101,40865383,getBackCommand12,,"
 
     public Command getBackCommand12() {
        if (backCommand12 == null) {//GEN-END:|264-getter|0|264-preInit
            // write pre-init user code here
            backCommand12 = new Command(""OK"", Command.BACK, 0);//GEN-LINE:|264-getter|1|264-postInit
            // write post-init user code here
        }//GEN-BEGIN:|264-getter|2|
        return backCommand12;
    }
",2021-02-23 16:11:12.694921,2021-02-23 16:11:12.694921
102,40875567,getBackCommand25,,"
 
     public Command getBackCommand25() {
        if (backCommand25 == null) {//GEN-END:|618-getter|0|618-preInit
            // write pre-init user code here
            backCommand25 = new Command(""Back"", Command.BACK, 0);//GEN-LINE:|618-getter|1|618-postInit
            // write post-init user code here
        }//GEN-BEGIN:|618-getter|2|
        return backCommand25;
    }
",2021-02-23 16:11:12.711278,2021-02-23 16:11:12.711278
103,40879350,getOkCommand18,,"
 
     public Command getOkCommand18() {
        if (okCommand18 == null) {//GEN-END:|728-getter|0|728-preInit
            // write pre-init user code here
            okCommand18 = new Command(""LIQUIDEZ"", Command.OK, 0);//GEN-LINE:|728-getter|1|728-postInit
            // write post-init user code here
        }//GEN-BEGIN:|728-getter|2|
        return okCommand18;
    }
",2021-02-23 16:11:12.727969,2021-02-23 16:11:12.727969
104,36356719,setEndpointAddress,,"
 
     public void setEndpointAddress(java.lang.String portName, java.lang.String address) throws javax.xml.rpc.ServiceException {
        
if (""ProductInformationSOAP"".equals(portName)) {
            setProductInformationSOAPEndpointAddress(address);
        }
        else 
{ // Unknown Port Name
            throw new javax.xml.rpc.ServiceException("" Cannot set Endpoint Address for Unknown Port"" + portName);
        }
    }
",2021-02-23 16:11:12.744818,2021-02-23 16:11:12.744818
105,27907979,atomToExpression,,"
 
 	private String atomToExpression(Atom atom, String name) {

		String expr = name + "" = "";
		
		if (atom instanceof BooleanAtom) {
			BooleanAtom booleanAtom = (BooleanAtom) atom;
			try {
				if(booleanAtom.getBooleanValue())
					expr += ""'T'"";
				else
					expr += ""'F'"";
			} catch (InvalidStateException e) {
				throw new Error(""Thing in invalid boolean state"");
			}
		}
			
		else if (atom instanceof TextAtom)
			expr += ""'"" + atom.getValue() + ""'"";
		else
			expr += atom.getValue();

		return expr;
	}
",2021-02-23 16:11:12.761738,2021-02-23 16:11:12.761738
106,19280843,getInstitutions,,"
 
     public Collection getInstitutions() {
        try {
            if (iInstitutions == null) {
                refreshInstitutions();
                logger.debug(""Institutions were null while getting them. Attempting to refresh."");
            }
            return iInstitutions;
        }
        catch (Exception e) {
            logger.warn(e.getMessage(), e);
            return Collections.EMPTY_LIST;
        }
    }
",2021-02-23 16:11:12.778274,2021-02-23 16:11:12.778274
107,19282261,countQuery,,"
 
     protected int countQuery(final Query query) throws PersistenceException {
        if (query != null)
        {
            if (pride2Broker != null){
                return pride2Broker.getCount(query);
            }
            else {
                throw new PersistenceException(""Query called on uninitialized PersistenceBroker"", null);
            }
        }
        else {
            throw new PersistenceException(""No query specified!"", null);
        }
    }
",2021-02-23 16:11:12.796883,2021-02-23 16:11:12.796883
108,50026101,getRemoteObject,,"
 
   public DBusInterface getRemoteObject(String objectpath) throws DBusException {
    if (null == objectpath) { throw new DBusException(_(""Invalid object path: null"")); }

    if (!objectpath.matches(OBJECT_REGEX) || (objectpath.length() > MAX_NAME_LENGTH)) { throw new DBusException(
        _(""Invalid object path: "") + objectpath); }

    return dynamicProxy(objectpath);
  }
",2021-02-23 16:11:12.815718,2021-02-23 16:11:12.815718
109,43040209,addErrors,,"
 
     public void addErrors(String el, IErrorDescription... error) {
        final IErrorDescription[] msg = errors.get(el);
        // we expect that the main scenario is to add only once errors per property...
        errors.put(el, msg == null ? error : merge(msg, error));
    }
",2021-02-23 16:11:12.834392,2021-02-23 16:11:12.834392
110,43040436,init,,"
 
     private void init() throws CoreException {
        final String name = getClassName();
        final IPackageFragment pkg = getPackage();
        final ICompilationUnit unit = pkg.createCompilationUnit(name + "".java"", """", true, null);
        setUp(unit);
        createMainType(PUBLIC_KEYWORD, pkg.getElementName(), getClassName());
    }
",2021-02-23 16:11:12.853074,2021-02-23 16:11:12.853074
111,34604973,deleteCascade,,"
 
 	public void deleteCascade(VyhladavaciAlgoritmus algorithm) {
		//searcheds
		getHibernateTemplate().bulkUpdate(
		    	""DELETE Searched WHERE algorithm = ?"",
		    	new Object[] { algorithm } );
		//plans
		getHibernateTemplate().bulkUpdate(
		    	""DELETE SearchPlan WHERE algorithm = ?"",
		    	new Object[] { algorithm } );
		//prefs
		getHibernateTemplate().bulkUpdate(
		    	""DELETE SearchPrefs WHERE algorithm = ?"",
		    	new Object[] { algorithm } );
		//categories
		getHibernateTemplate().bulkUpdate(
		    	""DELETE SearchCategory WHERE algorithm = ?"",
		    	new Object[] { algorithm } );
		delete(algorithm);
	}
",2021-02-23 16:11:12.871694,2021-02-23 16:11:12.871694
112,10222579,equals,,"
 
     public boolean equals(Object obj) {
        if (obj == null || (obj.getClass() != getClass())) {
            return false;
        }
        CSSConditionalSelectorImpl s = (CSSConditionalSelectorImpl)obj;
        return (s.simpleSelector.equals(simpleSelector) &&
                s.condition.equals(condition));
    }
",2021-02-23 16:11:12.892371,2021-02-23 16:11:12.892371
113,4453291,exit,,"
 
     public void exit(EventObject event) {
	for (ExitListener listener : exitListeners) {
	    if (!listener.canExit(event)) {
		return;
	    }
	}
	try {
	    for (ExitListener listener : exitListeners) {
		try {
		    listener.willExit(event);
		}
		catch (Exception e) { 
		    logger.log(Level.WARNING, ""ExitListener.willExit() failed"", e);
		}
	    }
	    shutdown();
	}
	catch (Exception e) { 
	    logger.log(Level.WARNING, ""unexpected error in Application.shutdown()"", e);
	}
	finally {
            end();
	}
    }
",2021-02-23 16:11:12.908475,2021-02-23 16:11:12.908475
114,39233866,testInvoke,,"
 
     public void testInvoke() throws Exception {
        transport.setRemoteService(""TravelProcess"");

        call.setOperation(""initiate"");
        call.addParameter(""x"", XMLType.XSD_STRING, ParameterMode.IN);
        call.setReturnType(XMLType.XSD_STRING);

        String result = (String) call.invoke(new Object[] { ""anything"" });

        assertEquals(DUMMY_RESULT, result);
    }
",2021-02-23 16:11:12.92488,2021-02-23 16:11:12.92488
115,26412118,connectionErrorOccurred,,"
 
     public void connectionErrorOccurred(ConnectionEvent event) {
        logger.warn(""Received Connection Error event from a conection in pool "" + info.getName());

        if (info.isRemoveOnExceptions()) {
            checkIn(event.getSource(), true);
            logger.warn(""removeOnExceptions == true, closed connection"");
        }
    }
",2021-02-23 16:11:12.940283,2021-02-23 16:11:12.940283
116,13482891,visitRetStmt,,"
 
     public void visitRetStmt(RetStmt stmt) {
        Set targets = new LinkedHashSet();

        Iterator iter = stmt.sub().paths().iterator();

        while (iter.hasNext()) {
            Block[] path = (Block[]) iter.next();
            targets.add(path[1]);
        }

        targets.addAll(stmt.catchTargets());

        verifyTargets(stmt.block(), targets);

        visitNode(stmt);
    }
",2021-02-23 16:11:12.957033,2021-02-23 16:11:12.957033
117,4280405,getFiles,,"
 
     public List getFiles(FileSet fileSet) {
        List files = new ArrayList();
        String[] names = fileSet.getDirectoryScanner(project).getIncludedFiles();

        for (int i = 0; i < names.length; i++) {
            String name = names[i];
            files.add(new File(fileSet.getDir(project), name));
        }

        return files;
    }
",2021-02-23 16:11:12.975725,2021-02-23 16:11:12.975725
118,38184555,wndPreferences,,"
 
     public void wndPreferences() {
        log.entering(""MainWindow"",""wndPreferences"");
        PropertiesDlg propDlg = new PropertiesDlg(this);
        propDlg.setModal(true);
        propDlg.setVisible(true);
        log.exiting(""MainWindow"",""wndPreferences"");
    }
",2021-02-23 16:11:12.99147,2021-02-23 16:11:12.99147
119,48861766,addRelativeHeaders,,"
 
 	private void addRelativeHeaders(Response response, int timeInSeconds) {
		response.setHeader(CACHE_CONTROL_HEADER, String.format(""max-age=%d"", timeInSeconds));
		Calendar expires = Calendar.getInstance();
		expires.add(Calendar.SECOND, timeInSeconds);
		response.setHeader(""Expires"", DATE_FORMAT.format(expires));
	}
",2021-02-23 16:11:13.013368,2021-02-23 16:11:13.013368
120,21359951,show,,"
 
         public void show(Contact contact) {
            logger.fine(""Showing edit contact dialog for contact: "" + contact);
            this.contact = contact;
            init();
            setLocationRelativeTo(Context.mainFrame);
            optionPane.setValue(JOptionPane.UNINITIALIZED_VALUE);
            panel.setContact(contact);
            panel.prepareForShow();
            setVisible(true);
        }
",2021-02-23 16:11:13.02959,2021-02-23 16:11:13.02959
121,45147874,clearFieldersFromField,,"
 
   public void clearFieldersFromField() {
    // clear all fielders from field
    for (int i = 0; i < boardXDimension; i++) {
      for (int j = 0; j < boardYDimension; j++) {
        for (int a = 0; a < boardZDimension; a++) {
          cricketFieldPositions[i][j][a] = 0;
        }
      }
    }
  }
",2021-02-23 16:11:13.049621,2021-02-23 16:11:13.049621
122,45888514,openCursor,,"
 
 	public Cursor openCursor(Context context, String selection, String[] selectionArgs) {
		if(mSourcesUri==null) {
			throw new NullPointerException(""Sources uri not set."");
		}
		return context.getContentResolver().query(mSourcesUri, mProjection, selection, selectionArgs, Sources.SourcesTable.NAME);
	}
",2021-02-23 16:11:13.072545,2021-02-23 16:11:13.072545
123,45891169,removeView,,"
 
 	public void removeView(StateViewSmall view) {
		view.setVisible(false);
		// remove from scenario
		int removedPosition = indexOfView(view);
		mScenarioPanel.remove(removedPosition);
		// take care of the big (detailed) view
		if (mCurrentSmallView != null && mCurrentSmallView.equals(view)) {
			mCurrentBigView.setVisible(false);
			mCurrentBigView = null;
			mCurrentSmallView = null;
		}
		// compute the new number of pixels per scenario position
		mTimeBar.scaleNumberOfPixelsPerPosition();
		refresh();
	}
",2021-02-23 16:11:13.089011,2021-02-23 16:11:13.089011
124,31696447,testNegativeParseCases,,"
 
   public void  testNegativeParseCases() {
    verbose(""--->Negative parse tests  START"");
    for (int i = 0; i < negativeParseTests.length; i++) {
      parseFilter(negativeParseTests[i], false);
    }
    
    // 
    // This used to fail until the parser was rewritten with the stack
    // stuff so that it can clean up partially parsed expression trees.
    checkDelete();

  }
",2021-02-23 16:11:13.105691,2021-02-23 16:11:13.105691
125,22618655,getGlobalElements,,"
 
 	private void getGlobalElements(Document doc, File file) {
		if (doc == null) {
			return;
		}
		List list = doc.selectNodes(""/xsd:schema/xsd:element"");
		for (Iterator iter = list.iterator(); iter.hasNext(); ) {
			Element element = (Element) iter.next();
			String name = element.attributeValue(""name"");
			GlobalElement g = new GlobalElement(element, file);
			// System.out.println (g.toString());
			try {
				globalDefMap.setValue(name, g);
			}  catch (Exception e) {
				prtln (e.getMessage());
			}
		}
	}
",2021-02-23 16:11:13.122361,2021-02-23 16:11:13.122361
